Name,Category,Investment Horizon,NAV,Date,NAV_Category
IL&FS Infrastructure Debt Fund Series 2B - Growth - Direct,Income,Short-Term Schemes,2197227.4448,"Mon, 30 Sep 2024 00:00:00",High
IL&FS Infrastructure Debt Fund Series 1C- Dividend Payout Option,Income,Short-Term Schemes,2185944.3903,"Sun, 31 Mar 2024 00:00:00",High
IL&FS Infrastructure Debt Fund Series 1C - Growth,Income,Short-Term Schemes,2185944.3803,"Sun, 31 Mar 2024 00:00:00",High
IL&FS Infrastructure Debt Fund Series 2C - Growth - Direct,Income,Short-Term Schemes,2152886.1828,"Mon, 30 Sep 2024 00:00:00",High
IL&FS Infrastructure Debt Fund Series 2A - Growth - Direct,Income,Short-Term Schemes,1715061.1862,"Mon, 30 Sep 2024 00:00:00",High
IL&FS Infrastructure Debt Fund Series 1A - Dividend payout option,Income,Short-Term Schemes,1680494.0463,"Mon, 31 Dec 2018 00:00:00",High
IL&FS Infrastructure Debt Fund Series 1A - Growth,Income,Short-Term Schemes,1680494.0463,"Mon, 31 Dec 2018 00:00:00",High
IL&FS Infrastructure Debt Fund Series 3B - Growth - Direct,Income,Short-Term Schemes,1646541.3787,"Mon, 30 Sep 2024 00:00:00",High
IL&FS Infrastructure Debt Fund Series 3B - Dividend payout option,Income,Short-Term Schemes,1646541.3613,"Mon, 30 Sep 2024 00:00:00",High
IL&FS Infrastructure Debt Fund Series 1B - Growth,Income,Short-Term Schemes,1456756.8971,"Wed, 31 Mar 2021 00:00:00",High
IL&FS Infrastructure Debt Fund Series 1B - Dividend Payout,Income,Short-Term Schemes,1456756.8966,"Wed, 31 Mar 2021 00:00:00",High
IL&FS Infrastructure Debt Fund Series 3A - Growth - Direct,Income,Short-Term Schemes,1213045.0145,"Sat, 31 Dec 2022 00:00:00",High
IL&FS Infrastructure Debt Fund Series 3A - Dividend payout option - Direct,Income,Short-Term Schemes,1213044.969,"Sat, 31 Dec 2022 00:00:00",High
IL&FS Infrastructure Debt Fund Series 3A - Growth - Regular,Income,Short-Term Schemes,1211636.7662,"Sat, 31 Dec 2022 00:00:00",High
LIC MF Gold Exchange Traded Fund,Other Scheme - Gold ETF,Long-Term Schemes,7078.3302,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Gold Exchange Traded Fund,Other Scheme - Gold ETF,Long-Term Schemes,6845.6953,"Fri, 25 Oct 2024 00:00:00",High
UTI MMF-Discontinued - Regular Plan -Growth,Debt Scheme - Money Market Fund,Short-Term Schemes,6762.2547,"Fri, 25 Oct 2024 00:00:00",High
Nippon India Liquid Fund - Direct Plan Growth Plan - Growth Option,Debt Scheme - Liquid Fund,Short-Term Schemes,6153.9858,"Fri, 25 Oct 2024 00:00:00",High
Nippon India Liquid Fund -Growth Plan,Debt Scheme - Liquid Fund,Short-Term Schemes,6081.3271,"Fri, 25 Oct 2024 00:00:00",High
UTI Low Duration Fund - Discontinued Growth Option,Debt Scheme - Low Duration Fund,Short-Term Schemes,5954.5236,"Fri, 25 Oct 2024 00:00:00",High
SBI MAGNUM ULTRA SHORT DURATION FUND - DIRECT PLAN - GROWTH,Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,5779.8964,"Fri, 25 Oct 2024 00:00:00",High
SBI MAGNUM ULTRA SHORT DURATION FUND - REGULAR PLAN - GROWTH,Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,5687.8154,"Fri, 25 Oct 2024 00:00:00",High
Franklin India Liquid Fund - Regular Plan - Growth,Debt Scheme - Liquid Fund,Short-Term Schemes,5663.7683,"Fri, 25 Oct 2024 00:00:00",High
HDFC Money Market Fund - Growth Option - Direct Plan,Debt Scheme - Money Market Fund,Short-Term Schemes,5528.4234,"Fri, 25 Oct 2024 00:00:00",High
HDFC Money Market Fund - Growth Option,Debt Scheme - Money Market Fund,Short-Term Schemes,5427.6138,"Fri, 25 Oct 2024 00:00:00",High
Nippon India Liquid Fund - Retail Option - Growth Plan,Debt Scheme - Liquid Fund,Short-Term Schemes,5407.2545,"Fri, 25 Oct 2024 00:00:00",High
Franklin India SHORT TERM INCOME PLAN - Direct - GROWTH,Debt Scheme - Short Duration Fund,Short-Term Schemes,5168.6698,"Fri, 25 Oct 2024 00:00:00",High
Franklin India Short-Term Income Plan-Growth,Debt Scheme - Short Duration Fund,Short-Term Schemes,5149.4099,"Fri, 25 Oct 2024 00:00:00",High
Kotak Liquid Fund - Growth - Direct,Debt Scheme - Liquid Fund,Short-Term Schemes,5080.7479,"Fri, 25 Oct 2024 00:00:00",High
Kotak Liquid Fund Regular Plan Growth,Debt Scheme - Liquid Fund,Short-Term Schemes,5036.8182,"Fri, 25 Oct 2024 00:00:00",High
HDFC Liquid Fund - Growth Option - Direct Plan,Debt Scheme - Liquid Fund,Short-Term Schemes,4939.021,"Fri, 25 Oct 2024 00:00:00",High
HDFC Liquid Fund - Growth Plan,Debt Scheme - Liquid Fund,Short-Term Schemes,4889.1441,"Fri, 25 Oct 2024 00:00:00",High
LIC MF Liquid Fund-Direct Plan-Growth,Debt Scheme - Liquid Fund,Short-Term Schemes,4566.9664,"Fri, 25 Oct 2024 00:00:00",High
Tata Money Market Fund- Direct Plan- Growth Option,Debt Scheme - Money Market Fund,Short-Term Schemes,4558.586,"Fri, 25 Oct 2024 00:00:00",High
LIC MF Liquid Fund-Regular Plan-Growth,Debt Scheme - Liquid Fund,Short-Term Schemes,4506.8933,"Fri, 25 Oct 2024 00:00:00",High
Tata Money Market Fund-Regular Plan - Growth Option,Debt Scheme - Money Market Fund,Short-Term Schemes,4482.3929,"Fri, 25 Oct 2024 00:00:00",High
Nippon India Growth Fund - Direct Plan Growth Plan - Growth Option,Equity Scheme - Mid Cap Fund,Long-Term Schemes,4348.5948,"Fri, 25 Oct 2024 00:00:00",High
UTI Ultra Short Duration Fund - Direct Plan - Growth Option,Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,4318.9027,"Fri, 25 Oct 2024 00:00:00",High
Kotak Money Market Fund - (Growth) - Direct,Debt Scheme - Money Market Fund,Short-Term Schemes,4299.942,"Fri, 25 Oct 2024 00:00:00",High
Kotak Money Market Fund - (Growth),Debt Scheme - Money Market Fund,Short-Term Schemes,4263.9885,"Fri, 25 Oct 2024 00:00:00",High
Franklin India Short-Term Income Plan-Institutional Plan - Growth,Debt Scheme - Short Duration Fund,Short-Term Schemes,4256.4773,"Fri, 25 Oct 2024 00:00:00",High
Baroda BNP Paribas LIQUID FUND- Defunct Plan -Growth Option,Debt Scheme - Liquid Fund,Short-Term Schemes,4219.6478,"Fri, 25 Oct 2024 00:00:00",High
Nippon India Ultra Short Duration Fund- Direct Plan- Growth Option,Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,4212.0236,"Fri, 25 Oct 2024 00:00:00",High
UTI-  Liquid Cash Plan - Direct Plan - Growth Option,Debt Scheme - Liquid Fund,Short-Term Schemes,4121.9418,"Fri, 25 Oct 2024 00:00:00",High
UTI-  Liquid Cash Plan - Regular Plan - Growth Option,Debt Scheme - Liquid Fund,Short-Term Schemes,4087.2349,"Fri, 25 Oct 2024 00:00:00",High
UTI Ultra Short Duration Fund - Regular Plan - Growth Option,Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,4042.0697,"Fri, 25 Oct 2024 00:00:00",High
SBI OVERNIGHT FUND - DIRECT PLAN - GROWTH,Debt Scheme - Overnight Fund,Short-Term Schemes,4040.9119,"Fri, 25 Oct 2024 00:00:00",High
Nippon India Growth Fund-Growth Plan-Growth Option,Equity Scheme - Mid Cap Fund,Long-Term Schemes,3993.5831,"Fri, 25 Oct 2024 00:00:00",High
SBI OVERNIGHT FUND - REGULAR PLAN - GROWTH,Debt Scheme - Overnight Fund,Short-Term Schemes,3990.5601,"Fri, 25 Oct 2024 00:00:00",High
Nippon India Money Market Fund - Direct Plan Growth Plan - Growth Option,Debt Scheme - Money Market Fund,Short-Term Schemes,3986.8065,"Fri, 25 Oct 2024 00:00:00",High
UTI Low Duration Fund - Discontinued Bonus Option,Debt Scheme - Low Duration Fund,Short-Term Schemes,3969.2298,"Fri, 25 Oct 2024 00:00:00",High
Tata Liquid Fund- Direct Plan-Growth Option,Debt Scheme - Liquid Fund,Short-Term Schemes,3967.8672,"Fri, 25 Oct 2024 00:00:00",High
Nippon India Money Market Fund-Growth Plan-Growth Option,Debt Scheme - Money Market Fund,Short-Term Schemes,3940.0321,"Fri, 25 Oct 2024 00:00:00",High
SBI Liquid Fund - DIRECT PLAN -Growth,Debt Scheme - Liquid Fund,Short-Term Schemes,3934.3826,"Fri, 25 Oct 2024 00:00:00",High
SBI Liquid Fund - Institutional - Growth,Debt Scheme - Liquid Fund,Short-Term Schemes,3933.8115,"Fri, 25 Oct 2024 00:00:00",High
Tata Liquid Fund -Regular Plan - Growth Option,Debt Scheme - Liquid Fund,Short-Term Schemes,3923.7565,"Fri, 25 Oct 2024 00:00:00",High
SBI Liquid Fund - REGULAR PLAN -Growth,Debt Scheme - Liquid Fund,Short-Term Schemes,3896.9511,"Fri, 25 Oct 2024 00:00:00",High
CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - GROWTH OPTION,Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,3841.8171,"Fri, 25 Oct 2024 00:00:00",High
Nippon India Ultra Short Duration Fund- Growth Option,Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,3838.643,"Fri, 25 Oct 2024 00:00:00",High
Tata Treasury Advantage Fund - Direct Plan - Growth Option,Debt Scheme - Low Duration Fund,Short-Term Schemes,3833.9706,"Fri, 25 Oct 2024 00:00:00",High
Franklin India Liquid Fund - Super Institutional - Direct - Growth,Debt Scheme - Liquid Fund,Short-Term Schemes,3777.6397,"Fri, 25 Oct 2024 00:00:00",High
Nippon India Low Duration Fund - Direct Plan Growth Plan - Growth Option,Debt Scheme - Low Duration Fund,Short-Term Schemes,3758.4,"Fri, 25 Oct 2024 00:00:00",High
Franklin India Liquid Fund - Super Institutional Plan - Growth,Debt Scheme - Liquid Fund,Short-Term Schemes,3748.4883,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Low Duration Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),Debt Scheme - Low Duration Fund,Short-Term Schemes,3739.0444,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Low Duration Fund - Direct Plan - Growth,Debt Scheme - Low Duration Fund,Short-Term Schemes,3737.3619,"Fri, 25 Oct 2024 00:00:00",High
Tata Treasury Advantage Fund - Regular Plan - Growth Option,Debt Scheme - Low Duration Fund,Short-Term Schemes,3736.2212,"Fri, 25 Oct 2024 00:00:00",High
Kotak Corporate Bond Fund- Direct Plan- Growth Option,Debt Scheme - Corporate Bond Fund,Short-Term Schemes,3712.6602,"Fri, 25 Oct 2024 00:00:00",High
UTI-  Liquid Cash Plan- Discontinued - Regular Plan -Growth,Debt Scheme - Liquid Fund,Short-Term Schemes,3709.1914,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Short Duration Fund - Direct Plan - Growth,Debt Scheme - Short Duration Fund,Short-Term Schemes,3707.3962,"Fri, 25 Oct 2024 00:00:00",High
HDFC Overnight Fund - Growth Option - Direct Plan,Debt Scheme - Overnight Fund,Short-Term Schemes,3685.0645,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Low Duration Fund - Discretionary IDCW (Payout / Reinvestment),Debt Scheme - Low Duration Fund,Short-Term Schemes,3679.5482,"Fri, 25 Oct 2024 00:00:00",High
HDFC Overnight Fund - Growth Option,Debt Scheme - Overnight Fund,Short-Term Schemes,3651.6625,"Fri, 25 Oct 2024 00:00:00",High
UTI MMF- Discontinued - Regular Plan - Flexi Dividend Option,Debt Scheme - Money Market Fund,Short-Term Schemes,3648.7995,"Fri, 25 Oct 2024 00:00:00",High
CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - GROWTH OPTION,Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,3626.2576,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Low Duration Fund - Growth,Debt Scheme - Low Duration Fund,Short-Term Schemes,3595.2419,"Fri, 25 Oct 2024 00:00:00",High
DSP Liquidity Fund - Direct Plan - Growth,Debt Scheme - Liquid Fund,Short-Term Schemes,3595.0963,"Fri, 25 Oct 2024 00:00:00",High
HSBC Liquid Fund - Growth,Debt Scheme - Liquid Fund,Short-Term Schemes,3584.1765,"Fri, 25 Oct 2024 00:00:00",High
Kotak Corporate Bond Fund- Regular Plan-Growth Option,Debt Scheme - Corporate Bond Fund,Short-Term Schemes,3563.833,"Fri, 25 Oct 2024 00:00:00",High
Nippon India Low Duration Fund- Growth Plan - Growth Option,Debt Scheme - Low Duration Fund,Short-Term Schemes,3558.0798,"Fri, 25 Oct 2024 00:00:00",High
DSP Liquidity Fund - Regular Plan - Growth,Debt Scheme - Liquid Fund,Short-Term Schemes,3556.8229,"Fri, 25 Oct 2024 00:00:00",High
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Direct Plan - Growth Option,Debt Scheme - Low Duration Fund,Short-Term Schemes,3514.8824,"Fri, 25 Oct 2024 00:00:00",High
DSP Ultra Short Fund - Direct Plan - Growth,Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,3511.5019,"Fri, 25 Oct 2024 00:00:00",High
Baroda BNP Paribas LIQUID FUND-Defunct Plan- IDCW Option,Debt Scheme - Liquid Fund,Short-Term Schemes,3481.6594,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Liquid Fund - Direct Plan - Growth,Debt Scheme - Liquid Fund,Short-Term Schemes,3452.0448,"Fri, 25 Oct 2024 00:00:00",High
Kotak Low Duration Fund- Direct Plan- Growth Option,Debt Scheme - Low Duration Fund,Short-Term Schemes,3450.309,"Fri, 25 Oct 2024 00:00:00",High
SBI MAGNUM LOW DURATION FUND - DIRECT PLAN - GROWTH,Debt Scheme - Low Duration Fund,Short-Term Schemes,3445.3663,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Liquid Fund - Bonus Option,Debt Scheme - Liquid Fund,Short-Term Schemes,3430.8088,"Fri, 25 Oct 2024 00:00:00",High
DSP Strategic Bond Fund - Direct Plan - Growth,Debt Scheme - Dynamic Bond,Short-Term Schemes,3425.2628,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Liquid Fund - Growth,Debt Scheme - Liquid Fund,Short-Term Schemes,3424.3519,"Fri, 25 Oct 2024 00:00:00",High
UTI Low Duration Fund - Direct Plan - Growth Option,Debt Scheme - Low Duration Fund,Short-Term Schemes,3417.736,"Fri, 25 Oct 2024 00:00:00",High
UTI - Overnight Fund - Direct Plan - Growth Option,Debt Scheme - Overnight Fund,Short-Term Schemes,3400.128,"Fri, 25 Oct 2024 00:00:00",High
Nippon India Low Duration Fund - Retail Plan - Growth Plan - Growth Option,Debt Scheme - Low Duration Fund,Short-Term Schemes,3382.6201,"Fri, 25 Oct 2024 00:00:00",High
SBI Short Horizon Debt Fund - Ultra Short Term Fund - Institutional Plan - Growth,Debt Scheme - Low Duration Fund,Short-Term Schemes,3381.6004,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Short Duration Fund - Growth,Debt Scheme - Short Duration Fund,Short-Term Schemes,3372.9077,"Fri, 25 Oct 2024 00:00:00",High
UTI Low Duration Fund - Regular Plan - Growth Option,Debt Scheme - Low Duration Fund,Short-Term Schemes,3366.4919,"Fri, 25 Oct 2024 00:00:00",High
UTI - Overnight  Fund - Regular Plan - Growth Option,Debt Scheme - Overnight Fund,Short-Term Schemes,3364.7906,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Short Duration Fund - Plan B - Growth,Debt Scheme - Short Duration Fund,Short-Term Schemes,3359.3007,"Fri, 25 Oct 2024 00:00:00",High
SBI MAGNUM LOW DURATION FUND - REGULAR PLAN - GROWTH,Debt Scheme - Low Duration Fund,Short-Term Schemes,3323.0236,"Fri, 25 Oct 2024 00:00:00",High
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund)- Growth Option,Debt Scheme - Low Duration Fund,Short-Term Schemes,3295.343,"Fri, 25 Oct 2024 00:00:00",High
Edelweiss Liquid Fund - Direct Plan - IDCW Option,Debt Scheme - Liquid Fund,Short-Term Schemes,3248.9704,"Fri, 25 Oct 2024 00:00:00",High
Edelweiss Liquid Fund - Direct Plan - Growth Option,Debt Scheme - Liquid Fund,Short-Term Schemes,3248.9567,"Fri, 25 Oct 2024 00:00:00",High
Edelweiss Liquid Fund - Direct Plan Annual - IDCW Option,Debt Scheme - Liquid Fund,Short-Term Schemes,3248.935,"Fri, 25 Oct 2024 00:00:00",High
DSP Ultra Short Fund - Regular Plan - Growth,Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,3245.5269,"Fri, 25 Oct 2024 00:00:00",High
DSP Strategic Bond Fund - Regular Plan - Growth,Debt Scheme - Dynamic Bond,Short-Term Schemes,3229.0585,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Low Duration Fund - Regular - Growth,Debt Scheme - Low Duration Fund,Short-Term Schemes,3215.7258,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Corporate Bond Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),Debt Scheme - Corporate Bond Fund,Short-Term Schemes,3210.302,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Corporate Bond Fund - Direct Plan - Growth,Debt Scheme - Corporate Bond Fund,Short-Term Schemes,3209.2904,"Fri, 25 Oct 2024 00:00:00",High
UTI Low Duration Fund - Discontinued - Annaul Dividend Option,Debt Scheme - Low Duration Fund,Short-Term Schemes,3199.4825,"Fri, 25 Oct 2024 00:00:00",High
Edelweiss Liquid Fund - Regular Plan - IDCW Option,Debt Scheme - Liquid Fund,Short-Term Schemes,3185.8899,"Fri, 25 Oct 2024 00:00:00",High
Edelweiss Liquid Fund - Regular Plan - Growth Option,Debt Scheme - Liquid Fund,Short-Term Schemes,3185.8879,"Fri, 25 Oct 2024 00:00:00",High
Kotak Low Duration Fund- Regular Plan-Growth Option,Debt Scheme - Low Duration Fund,Short-Term Schemes,3180.6977,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Corporate Bond Fund - Discretionary IDCW (Payout / Reinvestment),Debt Scheme - Corporate Bond Fund,Short-Term Schemes,3153.5805,"Fri, 25 Oct 2024 00:00:00",High
SBI BANKING & PSU FUND - Direct Plan - Growth,Debt Scheme - Banking and PSU Fund,Short-Term Schemes,3124.4306,"Fri, 25 Oct 2024 00:00:00",High
BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Growth,Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,3113.0177,"Fri, 25 Oct 2024 00:00:00",High
BANK OF INDIA Ultra Short Duration Fund- Direct Plan-Bonus,Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,3097.8714,"Fri, 25 Oct 2024 00:00:00",High
Axis Treasury Advantage Fund - Direct Plan - Growth Option,Debt Scheme - Low Duration Fund,Short-Term Schemes,3070.75,"Fri, 25 Oct 2024 00:00:00",High
Kotak Liquid-Institutional Plan  (Growth),Debt Scheme - Liquid Fund,Short-Term Schemes,3046.6062,"Fri, 21 Oct 2016 00:00:00",High
Invesco India Liquid Fund - Regular - Growth,Debt Scheme - Liquid Fund,Short-Term Schemes,3043.291,"Fri, 25 Oct 2024 00:00:00",High
BANDHAN LIQUID Fund -Direct Plan-Growth,Debt Scheme - Liquid Fund,Short-Term Schemes,3037.8483,"Fri, 25 Oct 2024 00:00:00",High
BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Growth,Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,3018.9891,"Fri, 25 Oct 2024 00:00:00",High
CANARA ROBECO LIQUID FUND - DIRECT PLAN - GROWTH OPTION,Debt Scheme - Liquid Fund,Short-Term Schemes,3014.0704,"Sat, 26 Oct 2024 00:00:00",High
BANDHAN LIQUID Fund - Regular Plan - Growth,Debt Scheme - Liquid Fund,Short-Term Schemes,3011.3434,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Corporate Bond Fund - Growth,Debt Scheme - Corporate Bond Fund,Short-Term Schemes,3002.946,"Fri, 25 Oct 2024 00:00:00",High
CANARA ROBECO LIQUID FUND - REGULAR PLAN - GROWTH OPTION,Debt Scheme - Liquid Fund,Short-Term Schemes,2998.9009,"Sat, 26 Oct 2024 00:00:00",High
Franklin India Prima Fund - Direct - Growth,Equity Scheme - Mid Cap Fund,Long-Term Schemes,2995.8664,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Money Market Fund - Direct Plan - Growth,Debt Scheme - Money Market Fund,Short-Term Schemes,2991.3641,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Gilt Fund - Direct  Plan - Growth,Debt Scheme - Gilt Fund,Short-Term Schemes,2988.0056,"Fri, 25 Oct 2024 00:00:00",High
UTI MMF - Direct Plan - Growth Option,Debt Scheme - Money Market Fund,Short-Term Schemes,2959.9127,"Fri, 25 Oct 2024 00:00:00",High
SBI BANKING & PSU FUND - Regular Paln - Growth,Debt Scheme - Banking and PSU Fund,Short-Term Schemes,2948.4779,"Fri, 25 Oct 2024 00:00:00",High
Axis Treasury Advantage Fund - Regular Plan - Growth Option,Debt Scheme - Low Duration Fund,Short-Term Schemes,2935.4639,"Fri, 25 Oct 2024 00:00:00",High
UTI MMF - Regular Plan - Growth Option,Debt Scheme - Money Market Fund,Short-Term Schemes,2926.2357,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Money Market Fund - Discretionary IDCW (Payout / Reinvestment),Debt Scheme - Money Market Fund,Short-Term Schemes,2900.3498,"Fri, 25 Oct 2024 00:00:00",High
Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - GROWTH OPTION,Debt Scheme - Liquid Fund,Short-Term Schemes,2899.7539,"Fri, 25 Oct 2024 00:00:00",High
Edelweiss Liquid Fund - Retail Plan - Growth Option,Debt Scheme - Liquid Fund,Short-Term Schemes,2897.3028,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Money Market Fund - Growth,Debt Scheme - Money Market Fund,Short-Term Schemes,2897.1642,"Fri, 25 Oct 2024 00:00:00",High
UTI Ultra Short Duration Fund - Discontinued - INSTN GROWTH OPTION,Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,2896.2145,"Fri, 25 Oct 2024 00:00:00",High
BANK OF INDIA Liquid Fund- Direct Plan- Growth,Debt Scheme - Liquid Fund,Short-Term Schemes,2896.0183,"Fri, 25 Oct 2024 00:00:00",High
Kotak Liquid-Regular (Growth),Debt Scheme - Liquid Fund,Short-Term Schemes,2893.5255,"Fri, 21 Oct 2016 00:00:00",High
BANK OF INDIA Liquid Fund- Regular Plan- Growth,Debt Scheme - Liquid Fund,Short-Term Schemes,2868.1042,"Fri, 25 Oct 2024 00:00:00",High
Baroda BNP Paribas LIQUID FUND - Regular Plan - GROWTH OPTION,Debt Scheme - Liquid Fund,Short-Term Schemes,2866.155,"Fri, 25 Oct 2024 00:00:00",High
PGIM India Dynamic Bond Fund - Direct Plan-Growth Option,Debt Scheme - Dynamic Bond,Short-Term Schemes,2824.2876,"Fri, 25 Oct 2024 00:00:00",High
UTI Low Duration Fund - Regular Plan - Bonus Option,Debt Scheme - Low Duration Fund,Short-Term Schemes,2813.6755,"Fri, 25 Oct 2024 00:00:00",High
Axis Liquid Fund - Direct Plan - Growth Option,Debt Scheme - Liquid Fund,Short-Term Schemes,2795.1041,"Fri, 25 Oct 2024 00:00:00",High
Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund)- Direct Plan -Growth Option,Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,2781.1218,"Fri, 25 Oct 2024 00:00:00",High
Axis Liquid Fund - Regular Plan - Growth Option,Debt Scheme - Liquid Fund,Short-Term Schemes,2773.0997,"Fri, 25 Oct 2024 00:00:00",High
Axis Treasury Advantage Fund - Retail Plan - Growth Option,Debt Scheme - Low Duration Fund,Short-Term Schemes,2752.1361,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Ultra Short Duration Fund - Direct Plan - Growth,Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,2732.4016,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Gilt Fund - Growth,Debt Scheme - Gilt Fund,Short-Term Schemes,2716.099,"Fri, 25 Oct 2024 00:00:00",High
Reliance Liquid Fund-Cash Plan-Growth Plan,Debt Scheme - Liquid Fund,Short-Term Schemes,2714.7678,"Sun, 20 May 2018 00:00:00",High
Franklin India Prima Fund-Growth,Equity Scheme - Mid Cap Fund,Long-Term Schemes,2680.408,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Money Market Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),Debt Scheme - Money Market Fund,Short-Term Schemes,2679.7639,"Fri, 25 Oct 2024 00:00:00",High
Mirae Asset Liquid Fund - Direct Plan - Growth,Debt Scheme - Liquid Fund,Short-Term Schemes,2656.1766,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Short Duration Fund - Direct Plan -Discretionary IDCW (Payout / Reinvestment),Debt Scheme - Short Duration Fund,Short-Term Schemes,2615.5912,"Fri, 25 Oct 2024 00:00:00",High
Mirae Asset Liquid Fund - Regular Plan - Growth,Debt Scheme - Liquid Fund,Short-Term Schemes,2612.9668,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Money Market Fund - Regular - Growth,Debt Scheme - Money Market Fund,Short-Term Schemes,2575.2811,"Fri, 25 Oct 2024 00:00:00",High
Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund)-Growth Option,Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,2571.6367,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Ultra Short Duration Fund - Growth,Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,2567.654,"Fri, 25 Oct 2024 00:00:00",High
Axis Banking & PSU Debt Fund - Direct Plan - Growth Option,Debt Scheme - Banking and PSU Fund,Short-Term Schemes,2564.8045,"Fri, 25 Oct 2024 00:00:00",High
Axis Liquid Fund - Retail Plan - Growth Option,Debt Scheme - Liquid Fund,Short-Term Schemes,2547.9963,"Fri, 25 Oct 2024 00:00:00",High
Nippon India Low Duration Fund - Retail Plan - Growth Plan -Bonus Option,Debt Scheme - Low Duration Fund,Short-Term Schemes,2520.5187,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Short Duration Fund- Discretionary IDCW (Payout / Reinvestment),Debt Scheme - Short Duration Fund,Short-Term Schemes,2516.0271,"Fri, 25 Oct 2024 00:00:00",High
PGIM India Dynamic Bond Fund - Growth Option,Debt Scheme - Dynamic Bond,Short-Term Schemes,2507.8398,"Fri, 25 Oct 2024 00:00:00",High
HSBC Liquid Fund -  Growth Direct,Debt Scheme - Liquid Fund,Short-Term Schemes,2505.6733,"Fri, 25 Oct 2024 00:00:00",High
Axis Banking & PSU Debt Fund - Regular Plan - Growth option,Debt Scheme - Banking and PSU Fund,Short-Term Schemes,2491.9686,"Fri, 25 Oct 2024 00:00:00",High
HSBC Liquid Fund - Regular Growth,Debt Scheme - Liquid Fund,Short-Term Schemes,2484.1743,"Fri, 25 Oct 2024 00:00:00",High
Edelweiss Liquid Fund - Direct Plan Fortnightly - IDCW Option,Debt Scheme - Liquid Fund,Short-Term Schemes,2477.9131,"Fri, 25 Oct 2024 00:00:00",High
UTI MMF- Discontinued - Regular Plan - Periodic Dividend Option,Debt Scheme - Money Market Fund,Short-Term Schemes,2445.5359,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Short Duration Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),Debt Scheme - Short Duration Fund,Short-Term Schemes,2439.6089,"Fri, 25 Oct 2024 00:00:00",High
