Name,Category,Investment Horizon,NAV,Date,NAV_Category
HDFC FMP 1133D February 2019 (1) - Growth Option - Direct Plan,Income,Short-Term Schemes,12.6314,"Mon, 11 Apr 2022 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan E - Cumulative Option,Income,Short-Term Schemes,12.6311,"Mon, 24 May 2021 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan E - Quarterly IDCW Option,Income,Short-Term Schemes,12.6311,"Mon, 24 May 2021 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan E - Half Yearly IDCW Option,Income,Short-Term Schemes,12.6307,"Mon, 24 May 2021 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 78 - 1156 Days Plan U Cumulative Option,Income,Short-Term Schemes,12.6299,"Wed, 29 May 2019 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 78 - 1156 Days Plan U Dividend Option,Income,Short-Term Schemes,12.6299,"Wed, 29 May 2019 00:00:00",Medium
Kotak FMP Series 180 (1099 Days) - Direct Growth,Income,Short-Term Schemes,12.62908974,"Mon, 15 Oct 2018 00:00:00",Medium
ICICI Prudential Interval Fund Annual Interval Plan - I - Direct Plan Bonus,Income,Short-Term Schemes,12.628,"Tue, 26 Sep 2017 00:00:00",Medium
UTI FTIF Series XXVIII-VI (1190 Days) - Direct Plan - Growth Option,Income,Short-Term Schemes,12.6276,"Thu, 15 Apr 2021 00:00:00",Medium
SBI Fixed Maturity Plan (FMP) - Series 2 (1178 Days) - Direct Plan - Growth,Income,Short-Term Schemes,12.6275,"Wed, 06 Jul 2022 00:00:00",Medium
SBI Fixed Maturity Plan (FMP) - Series 2 (1178 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Income,Short-Term Schemes,12.6275,"Wed, 06 Jul 2022 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 79 - 1105 Days Plan B Direct Plan Dividend Option,Income,Short-Term Schemes,12.6271,"Tue, 28 May 2019 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 79 - 1105 Days Plan B Direct Plan Cumulative Option,Income,Short-Term Schemes,12.6271,"Tue, 28 May 2019 00:00:00",Medium
Nippon India Fixed Horizon Fund XXXVI- Series 7- Direct Plan-Growth Option,Income,Short-Term Schemes,12.6268,"Mon, 10 May 2021 00:00:00",Medium
Reliance Fixed Horizon Fund XXX- Series 12- Dividend Payout Option,Income,Short-Term Schemes,12.6266,"Mon, 15 Apr 2019 00:00:00",Medium
UTI FTIF Series XXVIII-XI (1161 Days) - Regular Plan - Growth Option,Income,Short-Term Schemes,12.626,"Mon, 10 May 2021 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 83 - 1113 Days Plan E - Half Yearly IDCW Option,Income,Short-Term Schemes,12.626,"Wed, 30 Jun 2021 00:00:00",Medium
UTI FTIF Series XXVI-XIII (1124 Days)- Direct Plan - Growth Option,Income,Short-Term Schemes,12.626,"Tue, 02 Jun 2020 00:00:00",Medium
Nippon India Fixed Horizon Fund XXXIII- Series 3- Growth Option,Income,Short-Term Schemes,12.6256,"Mon, 13 Jul 2020 00:00:00",Medium
Reliance Fixed Horizon Fund XXX- Series 19- Growth Option,Income,Short-Term Schemes,12.6254,"Thu, 30 May 2019 00:00:00",Medium
ICICI Prudential Multiple Yield Fund - Series 8 -1101 Days Plan E Direct Plan Cumulative Option,Income,Short-Term Schemes,12.6249,"Tue, 26 Dec 2017 00:00:00",Medium
UTI FTIF Series XXVIII-VIII (1171 Days) - Regular Plan - Growth Option,Income,Short-Term Schemes,12.6249,"Thu, 15 Apr 2021 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 83 - 1111 Days Plan Y - Cumulative Option,Income,Short-Term Schemes,12.6248,"Mon, 06 Sep 2021 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 83 - 1111 Days Plan Y - Half Yearly IDCW Option,Income,Short-Term Schemes,12.6248,"Mon, 06 Sep 2021 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 83 - 1111 Days Plan Y - Quarterly IDCW Option,Income,Short-Term Schemes,12.6248,"Mon, 06 Sep 2021 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 83 - 1113 Days Plan E - Cumulative Option,Income,Short-Term Schemes,12.6245,"Wed, 30 Jun 2021 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 83 - 1113 Days Plan E - Quarterly IDCW Option,Income,Short-Term Schemes,12.6245,"Wed, 30 Jun 2021 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 80 - 1225 Days Plan T - Cumulative Option,Income,Short-Term Schemes,12.6245,"Tue, 04 Aug 2020 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 80 - 1225 Days Plan T - Dividend Option,Income,Short-Term Schemes,12.6245,"Tue, 04 Aug 2020 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 82 - 1141 Days Plan Y - Direct Plan Cumulative Option,Income,Short-Term Schemes,12.6238,"Thu, 10 Jun 2021 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 82 - 1141 Days Plan Y - Direct Plan Half Yearly IDCW Option,Income,Short-Term Schemes,12.6238,"Thu, 10 Jun 2021 00:00:00",Medium
UTI FTIF Series XXVIII-IV (1204 Days) Regular Plan - Growth Option,Income,Short-Term Schemes,12.6237,"Thu, 15 Apr 2021 00:00:00",Medium
Kotak FMP Series 191 - Regular - Growth,Income,Short-Term Schemes,12.62255773,"Mon, 22 Apr 2019 00:00:00",Medium
UTI FTIF Series XXV-X (1229 Days)- Direct Plan - Growth Option,Income,Short-Term Schemes,12.6223,"Tue, 07 Apr 2020 00:00:00",Medium
UTI FTIF Series XXVIII-XII (1154 Days) - Direct Plan - Growth Option,Income,Short-Term Schemes,12.6216,"Mon, 10 May 2021 00:00:00",Medium
Nippon India Dual Advantage Fixed Tenure Fund IX- Plan E- Growth Option,Income,Short-Term Schemes,12.6215,"Mon, 30 Sep 2019 00:00:00",Medium
HDFC Income Fund - Quarterly IDCW- Direct Plan,Debt Scheme - Medium to Long Duration Fund,Short-Term Schemes,12.6214,"Fri, 25 Oct 2024 00:00:00",Medium
Reliance Fixed Horizon Fund XXVIII- Series 4- Growth Option,Income,Short-Term Schemes,12.621,"Wed, 24 Jan 2018 00:00:00",Medium
SBI Floating Rate DEBT Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),Debt Scheme - Floater Fund,Short-Term Schemes,12.6204,"Fri, 25 Oct 2024 00:00:00",Medium
SBI Floating Rate DEBT Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),Debt Scheme - Floater Fund,Short-Term Schemes,12.6202,"Fri, 25 Oct 2024 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 77 - 1132 Days Plan A Direct Plan Cumulative Option,Income,Short-Term Schemes,12.6197,"Mon, 11 Jun 2018 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 77 - 1132 Days Plan A Direct Plan Dividend Option,Income,Short-Term Schemes,12.6197,"Mon, 11 Jun 2018 00:00:00",Medium
SBI Floating Rate Debt Fund - Regular Plan - Growth,Debt Scheme - Floater Fund,Short-Term Schemes,12.6195,"Fri, 25 Oct 2024 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 83 - 1101 Days Plan Z - Cumulative Option,Income,Short-Term Schemes,12.619,"Wed, 15 Sep 2021 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 83 - 1101 Days Plan Z - Quarterly IDCW Option,Income,Short-Term Schemes,12.619,"Wed, 15 Sep 2021 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 83 - 1101 Days Plan Z - Half Yearly IDCW Option,Income,Short-Term Schemes,12.6188,"Wed, 15 Sep 2021 00:00:00",Medium
HSBC Fixed Term Series 140 Direct plan - Growth Option,Income,Short-Term Schemes,12.6185,"Wed, 15 Jun 2022 00:00:00",Medium
BANK OF INDIA Short Term Income Fund-Regular Plan- Quarterly IDCW,Debt Scheme - Short Duration Fund,Short-Term Schemes,12.6181,"Fri, 25 Oct 2024 00:00:00",Medium
PGIM India Gilt Fund - Half Yearly Bonus,Debt Scheme - Gilt Fund,Short-Term Schemes,12.6178,"Thu, 05 Jul 2018 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 78 - 1135 Days Plan W Cumulative Option,Income,Short-Term Schemes,12.6175,"Thu, 25 Apr 2019 00:00:00",Medium
Kotak FMP Series 171 (1099 Days) - Growth,Income,Short-Term Schemes,12.6141521,"Wed, 07 Feb 2018 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 76 - 1100 Days Plan G Dividend Option,Income,Short-Term Schemes,12.6131,"Wed, 31 Jan 2018 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 76 - 1100 Days Plan G Cumulative Option,Income,Short-Term Schemes,12.6131,"Wed, 31 Jan 2018 00:00:00",Medium
DSP Floater Fund - Direct Plan - IDCW,Debt Scheme - Floater Fund,Short-Term Schemes,12.6128,"Fri, 25 Oct 2024 00:00:00",Medium
DSP Floater Fund - Direct Plan - Growth,Debt Scheme - Floater Fund,Short-Term Schemes,12.6128,"Fri, 25 Oct 2024 00:00:00",Medium
quant Liquid Fund-Unclaimed Redemption Plan-Growth Option,Debt Scheme - Liquid Fund,Short-Term Schemes,12.6125,"Sun, 27 Oct 2024 00:00:00",Medium
UTI - Fixed Term Income Fund Series XXXI-XII (1148 Days) - Regular Plan - Growth Option,Income,Short-Term Schemes,12.6124,"Tue, 07 Jun 2022 00:00:00",Medium
Nippon India Fixed Horizon Fund XXXVIII- Series 6- Growth Option,Income,Short-Term Schemes,12.6115,"Tue, 17 Aug 2021 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 82 - 1217 Days Plan C - Cumulative Option,Income,Short-Term Schemes,12.6114,"Tue, 04 May 2021 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 82 - 1217 Days Plan C - Quarterly IDCW Option,Income,Short-Term Schemes,12.6114,"Tue, 04 May 2021 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 82 - 1217 Days Plan C - Half Yearly IDCW Option,Income,Short-Term Schemes,12.6113,"Tue, 04 May 2021 00:00:00",Medium
UTI Fixed Term Income Fund Series XXIX-XIV (1131 days) - Regular Plan - Growth Option,Income,Short-Term Schemes,12.609,"Tue, 10 Aug 2021 00:00:00",Medium
UTI FTIF Series XXVIII-VI (1190 Days) - Regular Plan - Growth Option,Income,Short-Term Schemes,12.6086,"Thu, 15 Apr 2021 00:00:00",Medium
Kotak FMP Series 182 - Direct Growth,Income,Short-Term Schemes,12.60854245,"Mon, 03 Dec 2018 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 80 - 1216 Days Plan U - Direct Plan - Dividend Option,Income,Short-Term Schemes,12.6082,"Mon, 27 Jul 2020 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 80 - 1216 Days Plan U - Direct Plan - Cumulative Option,Income,Short-Term Schemes,12.6082,"Mon, 27 Jul 2020 00:00:00",Medium
Nippon India Fixed Horizon Fund XXXX - Series 17 - Growth Option,Income,Short-Term Schemes,12.6081,"Mon, 02 May 2022 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 85 - 1140 Days Plan R - Cumulative Option,Income,Short-Term Schemes,12.6078,"Tue, 10 May 2022 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 85 - 1140 Days Plan R - Quarterly IDCW Option,Income,Short-Term Schemes,12.6078,"Tue, 10 May 2022 00:00:00",Medium
Motilal Oswal Large Cap Direct Plan IDCW,Equity Scheme - Large Cap Fund,Long-Term Schemes,12.6063,"Fri, 25 Oct 2024 00:00:00",Medium
Motilal Oswal Large Cap Direct Plan Growth,Equity Scheme - Large Cap Fund,Long-Term Schemes,12.6063,"Fri, 25 Oct 2024 00:00:00",Medium
Kotak FMP Series 179 - Regular Growth,Income,Short-Term Schemes,12.60614788,"Wed, 26 Sep 2018 00:00:00",Medium
HSBC Fixed Term Series 139 - Growth Option,Income,Short-Term Schemes,12.6054,"Wed, 04 May 2022 00:00:00",Medium
Kotak FMP Series 107 Dividend,Income,Short-Term Schemes,12.603974,"Mon, 21 Aug 2017 00:00:00",Medium
UTI FTIF Series XXVIII-XII (1154 Days) - Regular Plan - Growth Option,Income,Short-Term Schemes,12.6027,"Mon, 10 May 2021 00:00:00",Medium
HDFC FMP 1126D March 2019 (1) - Growth Option - Direct Plan,Income,Short-Term Schemes,12.6016,"Mon, 11 Apr 2022 00:00:00",Medium
SBI Debt Fund Series - C - 25 (1100 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Income,Short-Term Schemes,12.6012,"Mon, 27 Sep 2021 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 83 - 1107 Days Plan Q - Cumulative Option,Income,Short-Term Schemes,12.6011,"Thu, 22 Jul 2021 00:00:00",Medium
Kotak FMP Series 214-RegularPlan-Growth Option,Income,Short-Term Schemes,12.60047327,"Thu, 03 Jun 2021 00:00:00",Medium
Kotak FMP Series 214-Regular Plan-Payout of Income Distribution cum capital withdrawal option,Income,Short-Term Schemes,12.60047267,"Thu, 03 Jun 2021 00:00:00",Medium
SBI Debt Fund Series C - 25 - (1100 Days) - Regular Plan - Growth,Income,Short-Term Schemes,12.6003,"Mon, 27 Sep 2021 00:00:00",Medium
Nippon India Fixed Horizon Fund XXXVII- Series 15- Growth Option,Income,Short-Term Schemes,12.5991,"Thu, 08 Jul 2021 00:00:00",Medium
Nippon India Fixed Horizon Fund XXXIII- Series 6-Direct Plan- Growth Option,Income,Short-Term Schemes,12.5991,"Wed, 08 Jul 2020 00:00:00",Medium
Kotak FMP Series 263-1203 days- Regular plan- Growth,Income,Short-Term Schemes,12.59863129,"Thu, 16 Jun 2022 00:00:00",Medium
Kotak FMP Series 192 - Regular - Growth,Income,Short-Term Schemes,12.5986,"Thu, 04 Apr 2019 00:00:00",Medium
Kotak FMP Series 263-1203 days- Regular plan- Payout of Income Distribution cum capital withdrawal option,Income,Short-Term Schemes,12.59855017,"Thu, 16 Jun 2022 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 81 - 1211 Days Plan A - Direct Plan - Dividend Option,Income,Short-Term Schemes,12.5982,"Mon, 10 Aug 2020 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 81 - 1211 Days Plan A - Direct Plan - Cumulative Option,Income,Short-Term Schemes,12.5982,"Mon, 10 Aug 2020 00:00:00",Medium
SBI Fixed Maturity Plan (FMP) - Series 7 (1175 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Income,Short-Term Schemes,12.5976,"Wed, 10 Aug 2022 00:00:00",Medium
SBI Fixed Maturity Plan (FMP) - Series 7 (1175 Days) - Direct Plan - Growth,Income,Short-Term Schemes,12.5976,"Wed, 10 Aug 2022 00:00:00",Medium
UTI FTIF Series XXVI-VII (1140 Days)- Regular Plan - Growth Option,Income,Short-Term Schemes,12.5974,"Tue, 12 May 2020 00:00:00",Medium
UTI - Fixed Term Income Fund Series XXXI-VIII (1153 Days) - Direct Plan - Growth Option,Income,Short-Term Schemes,12.5966,"Wed, 04 May 2022 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan N - Cumulative Option,Income,Short-Term Schemes,12.5961,"Fri, 04 Jun 2021 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan N - Half Yearly IDCW Option,Income,Short-Term Schemes,12.5961,"Fri, 04 Jun 2021 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan N - Quarterly IDCW Option,Income,Short-Term Schemes,12.5961,"Fri, 04 Jun 2021 00:00:00",Medium
BANDHAN Banking & PSU Debt Fund - Direct IDCW,Debt Scheme - Banking and PSU Fund,Short-Term Schemes,12.596,"Fri, 25 Oct 2024 00:00:00",Medium
BANDHAN Government Securities Fund-  Investment Plan-Direct Plan-Annual IDCW,Debt Scheme - Gilt Fund,Short-Term Schemes,12.5959,"Fri, 25 Oct 2024 00:00:00",Medium
UTI FTIF Series XXV-XII (1198 Days)- Direct Plan - Growth Option,Income,Short-Term Schemes,12.5957,"Tue, 07 Apr 2020 00:00:00",Medium
UTI FTIF Series XXV-XI (1211 Days)- Direct Plan - Growth Option,Income,Short-Term Schemes,12.5936,"Tue, 07 Apr 2020 00:00:00",Medium
SBI Debt Fund Series - C - 24 (1100 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Income,Short-Term Schemes,12.5933,"Tue, 14 Sep 2021 00:00:00",Medium
SBI Debt Fund Series C - 24 - (1100 Days) - Regular Plan - Growth,Income,Short-Term Schemes,12.5925,"Tue, 14 Sep 2021 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan X - Quarterly IDCW Option,Income,Short-Term Schemes,12.5918,"Fri, 03 Sep 2021 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan X - Half Yearly IDCW Option,Income,Short-Term Schemes,12.5918,"Fri, 03 Sep 2021 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan X - Cumulative Option,Income,Short-Term Schemes,12.5918,"Fri, 03 Sep 2021 00:00:00",Medium
UTI - Fixed Term Income Fund Series XXXI-VI (1167 Days) - Regular Plan - Growth Option,Income,Short-Term Schemes,12.5916,"Tue, 10 May 2022 00:00:00",Medium
Kotak FMP Series 267-Direct PLan-Growth Option,Income,Short-Term Schemes,12.59107946,"Thu, 23 Jun 2022 00:00:00",Medium
Kotak FMP Series 245-Regular Plan-Growth Option,Income,Short-Term Schemes,12.59073449,"Mon, 08 Nov 2021 00:00:00",Medium
Kotak FMP Series 245 -Regular Plan-Payout of Income Distribution cum capital withdrawal Option,Income,Short-Term Schemes,12.59072787,"Mon, 08 Nov 2021 00:00:00",Medium
Axis Equity Savings Fund - Regular Plan - Quarterly IDCW,Hybrid Scheme - Equity Savings,Long-Term Schemes,12.59,"Fri, 25 Oct 2024 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 81 - 1195 Days Plan D - Direct Plan - Cumulative Option,Income,Short-Term Schemes,12.59,"Tue, 04 Aug 2020 00:00:00",Medium
BANDHAN Banking & PSU Debt Fund - Regular IDCW,Debt Scheme - Banking and PSU Fund,Short-Term Schemes,12.5899,"Fri, 25 Oct 2024 00:00:00",Medium
HSBC Fixed Term Series 126 - Direct Plan Growth Option,Income,Short-Term Schemes,12.5896,"Mon, 01 Jul 2019 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 80 - 1100 Days Plan A Dividend Option,Income,Short-Term Schemes,12.5893,"Fri, 25 Oct 2019 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 80 - 1100 Days Plan A Cumulative Option,Income,Short-Term Schemes,12.5893,"Fri, 25 Oct 2019 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 82 - 1141 Days Plan Y - Quarterly IDCW Option,Income,Short-Term Schemes,12.5888,"Thu, 10 Jun 2021 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 82 - 1141 Days Plan Y - Cumulative Option,Income,Short-Term Schemes,12.5888,"Thu, 10 Jun 2021 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 82 - 1141 Days Plan Y - Half Yearly IDCW Option,Income,Short-Term Schemes,12.5887,"Thu, 10 Jun 2021 00:00:00",Medium
Reliance Fixed Horizon Fund XXIX - Series 2 - Direct Plan - Growth Option,Income,Short-Term Schemes,12.5884,"Mon, 02 Jul 2018 00:00:00",Medium
Reliance Fixed Horizon Fund XXIX - Series 2 - Direct Plan - Dividend Payout Option,Income,Short-Term Schemes,12.5884,"Mon, 02 Jul 2018 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 81 - 1205 Days Plan B - Direct Plan - Cumulative Option,Income,Short-Term Schemes,12.5882,"Tue, 11 Aug 2020 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 81 - 1205 Days Plan B - Direct Plan - Dividend Option,Income,Short-Term Schemes,12.5882,"Tue, 11 Aug 2020 00:00:00",Medium
Nippon India Fixed Horizon Fund XXXVI- Series 7- Growth Option,Income,Short-Term Schemes,12.5869,"Mon, 10 May 2021 00:00:00",Medium
Nippon India Fixed Horizon Fund XLI - Series 1 - Direct Plan - Growth Option,Income,Short-Term Schemes,12.5867,"Fri, 29 Apr 2022 00:00:00",Medium
NIPPON INDIA FIXED HORIZON FUND - XLI - SERIES 1 - DIRECT Plan - IDCW Option,Income,Short-Term Schemes,12.5867,"Fri, 29 Apr 2022 00:00:00",Medium
Nippon India Fixed Horizon Fund XXXVIII- Series 1- Growth Option,Income,Short-Term Schemes,12.5859,"Thu, 08 Jul 2021 00:00:00",Medium
HDFC FMP 1146D February 2019 (1) - Growth Option,Income,Short-Term Schemes,12.5851,"Mon, 11 Apr 2022 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 77 - 1105 Days Plan N - Cumulative Option,Income,Short-Term Schemes,12.5833,"Wed, 25 Jul 2018 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 77 - 1105 Days Plan N - Dividend Option,Income,Short-Term Schemes,12.5833,"Wed, 25 Jul 2018 00:00:00",Medium
360 ONE Dynamic Bond Fund Regular Plan Monthly Dividend,Debt Scheme - Dynamic Bond,Short-Term Schemes,12.5831,"Fri, 25 Oct 2024 00:00:00",Medium
Nippon India Fixed Horizon Fund XXXVII- Series 1- Direct Plan- Growth Option,Income,Short-Term Schemes,12.5822,"Fri, 21 May 2021 00:00:00",Medium
Nippon India Fixed Horizon Fund XXXVII- Series 5- Direct Plan- Growth Option,Income,Short-Term Schemes,12.5809,"Fri, 21 May 2021 00:00:00",Medium
ICICI Prudential Regular Savings Fund - Plan - Half Yearly IDCW,Hybrid Scheme - Conservative Hybrid Fund,Long-Term Schemes,12.5808,"Fri, 25 Oct 2024 00:00:00",Medium
UTI Fixed Term Income Fund Series XXX-II (1107 days) - Regular Plan - Growth Option,Income,Short-Term Schemes,12.5801,"Tue, 31 Aug 2021 00:00:00",Medium
PGIM India Arbitrage Fund - Direct Plan - Regular Dividend,Hybrid Scheme - Arbitrage Fund,Short-Term Schemes,12.5791,"Fri, 25 Oct 2024 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 81 - 1190 Days Plan F - Direct Plan - Cumulative Option,Income,Short-Term Schemes,12.5785,"Thu, 06 Aug 2020 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan X Dividend Option,Income,Short-Term Schemes,12.5777,"Mon, 28 Aug 2017 00:00:00",Medium
UTI - Fixed Term Income Fund Series XXXII-I (1126 days) Direct Plan Growth Option,Income,Short-Term Schemes,12.5772,"Tue, 19 Jul 2022 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 76 - 1108 Days Plan V Cumulative Option,Income,Short-Term Schemes,12.5768,"Tue, 10 Apr 2018 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 76 - 1108 Days Plan V Dividend Option,Income,Short-Term Schemes,12.5768,"Tue, 10 Apr 2018 00:00:00",Medium
ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days Cumulative Option,Income,Short-Term Schemes,12.5765,"Fri, 03 Jul 2020 00:00:00",Medium
ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days Dividend Option,Income,Short-Term Schemes,12.5765,"Fri, 03 Jul 2020 00:00:00",Medium
HDFC FMP 1154D February 2019 (1) - Growth Option,Income,Short-Term Schemes,12.575,"Mon, 11 Apr 2022 00:00:00",Medium
UTI - Fixed Term Income Fund Series XXXI-X (1168 Days) - Regular Plan - Growth Option,Income,Short-Term Schemes,12.5743,"Mon, 30 May 2022 00:00:00",Medium
Nippon India Fixed Horizon Fund XXXIII- Series 6- Growth Option,Income,Short-Term Schemes,12.5736,"Wed, 08 Jul 2020 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan R - Quarterly IDCW Option,Income,Short-Term Schemes,12.5732,"Thu, 22 Jul 2021 00:00:00",Medium
quant Liquid Fund-Unclaimed Redemption Investor Education Plan-Growth Option,Debt Scheme - Liquid Fund,Short-Term Schemes,12.5718,"Sun, 27 Oct 2024 00:00:00",Medium
quant Liquid Fund-Unclaimed Dividend Investor Education Plan-Growth Option,Debt Scheme - Liquid Fund,Short-Term Schemes,12.5718,"Sun, 27 Oct 2024 00:00:00",Medium
quant Liquid Fund-Unclaimed Dividend-Growth Option,Debt Scheme - Liquid Fund,Short-Term Schemes,12.5715,"Sun, 27 Oct 2024 00:00:00",Medium
Kotak FMP Series 224-Direct Plan-Growth Option,Income,Short-Term Schemes,12.57066655,"Thu, 20 May 2021 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan R - Cumulative Option,Income,Short-Term Schemes,12.5706,"Thu, 22 Jul 2021 00:00:00",Medium
Kotak FMP Series 233 - Regular Plan - Growth Option,Income,Short-Term Schemes,12.57059862,"Wed, 11 Aug 2021 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 77 - 1132 Days Plan A Dividend Option,Income,Short-Term Schemes,12.57,"Mon, 11 Jun 2018 00:00:00",Medium
ICICI Prudential Multiple Yield Fund - Series 8 - 1103 Days Plan C Direct Plan Cumulative Option,Income,Short-Term Schemes,12.57,"Mon, 04 Dec 2017 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 77 - 1132 Days Plan A Cumulative Option,Income,Short-Term Schemes,12.57,"Mon, 11 Jun 2018 00:00:00",Medium
ICICI Prudential Multiple Yield Fund - Series 8 - 1103 Days Plan C Direct Plan Dividend Option,Income,Short-Term Schemes,12.57,"Mon, 04 Dec 2017 00:00:00",Medium
Nippon India Fixed Horizon Fund XXXIII- Series 7- Direct Plan-Growth Option,Income,Short-Term Schemes,12.5697,"Thu, 09 Jul 2020 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 80 - 1216 Days Plan U - Cumulative Option,Income,Short-Term Schemes,12.5696,"Mon, 27 Jul 2020 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 80 - 1216 Days Plan U - Dividend Option,Income,Short-Term Schemes,12.5696,"Mon, 27 Jul 2020 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan M - Quarterly IDCW Option,Income,Short-Term Schemes,12.5684,"Thu, 22 Jul 2021 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan M - Cumulative Option,Income,Short-Term Schemes,12.5684,"Thu, 22 Jul 2021 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan M - Half Yearly IDCW Option,Income,Short-Term Schemes,12.5684,"Thu, 22 Jul 2021 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 81 - 1185 Days Plan G - Direct Plan - Cumulative Option,Income,Short-Term Schemes,12.568,"Mon, 10 Aug 2020 00:00:00",Medium
UTI Fixed Term Income Fund Series XXIX-XV (1124 days) - Regular Plan - Growth Option,Income,Short-Term Schemes,12.5669,"Tue, 10 Aug 2021 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 82 - 1175 Days Plan Q - Quarterly IDCW Option,Income,Short-Term Schemes,12.5668,"Mon, 31 May 2021 00:00:00",Medium
